Case Number,Year,Country,Area
1960.12.27.b,1960,USA,Hawaii
1960.12.27.a.,1960,AUSTRALIA,New South Wales
1960.12.24,1960,SOUTH AFRICA,KwaZulu-Natal
1960.12.20,1960,AUSTRALIA,Queensland
1960.12.01,1960,AUSTRALIA,Queensland
1960.11.27,1960,AUSTRALIA,Queensland
1960.11.22,1960,USA,Florida
1960.11.11,1960,AUSTRALIA,Queensland
1960.11.06,1960,AUSTRALIA,Western Australia
1960.11.00.d,1960,SOUTH AFRICA,Western Cape Province
1960.11.00.c,1960,NEW GUINEA,Western District
1960.11.00.b,1960,PAPUA NEW GUINEA,Central Province
1960.10.25,1960,USA,California
1960.10.24,1960,SOUTH AFRICA,Western Cape Province
1960.10.02,1960,AUSTRALIA,New South Wales
1960.10.00.e,1960,PAPUA NEW GUINEA,New Britain
1960.10.00.d,1960,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen)
1960.10.00.c,1960,USA,Florida
1960.10.00.b,1960,SOUTH AFRICA,Western Cape Province
1960.10.00.a,1960,JOHNSTON ISLAND,
1960.09.24,1960,USA,South Carolina
1960.09.22,1960,PACIFIC OCEAN,180 miles southeast of Okinawa
1960.09.18,1960,AUSTRALIA,Western Australia
1960.09.02,1960,MARSHALL ISLANDS,Eniwetok Atoll
1960.09.01,1960,MARSHALL ISLANDS,Eniwetok Atoll
1960.08.30,1960,USA,New Jersey
1960.08.29,1960,SENEGAL,Cap-Vert Peninsula
1960.08.25,1960,USA,Texas
1960.08.24,1960,USA,Connecticut
1960.08.22.R.,1960,PAPUA NEW GUINEA,Milne Bay Province
1960.08.22,1960,USA,New Jersey
1960.08.21,1960,USA,New Jersey
1960.08.14,1960,MOZAMBIQUE,Delagoa Bay
1960.08.10,1960,USA,Florida
1960.08.04.b,1960,ENGLAND,In the English Channel 
1960.08.04.a,1960,USA,Delaware
1960.08.00,1960,USA,South Carolina
1960.07.27,1960,PAPUA NEW GUINEA,Milne Bay Province
1960.07.05,1960,USA,Mississippi
1960.07.03,1960,USA,Virginia
1960.07.02.a,1960,PAPUA NEW GUINEA,Madang
1960.06.29,1960,USA,South Carolina
1960.06.27.b,1960,NEW ZEALAND,Cook Strait
1960.06.27.a,1960,NORTH SEA,"Unknown, treated at Wick, SCOTLAND"
1960.06.24,1960,USA,Florida
1960.06.07,1960,USA,California
1960.06.05,1960,PHILIPPINES,Corregidor Island
1960.06.04,1960,USA,Georgia
1960.05.29,1960,PANAMA,San Blas Islands
1960.05.24,1960,BERMUDA,Paget
1960.05.19,1960,USA,California
1960.05.16,1960,USA,Florida
1960.05.01,1960,PAPUA NEW GUINEA,Madang
1960.04.30,1960,SOUTH AFRICA,KwaZulu-Natal
1960.04.24,1960,USA,California
1960.04.22,1960,AUSTRALIA,Western Australia
1960.04.20.R,1960,SOUTH AFRICA,Eastern Cape Province
1960.04.14,1960,BERMUDA,"33N, 68W"
1960.04.12,1960,AUSTRALIA,New South Wales
1960.04.10,1960,AUSTRALIA,Western Australia
1960.04.03.b,1960,AUSTRALIA,Victoria
1960.04.03.a,1960,AUSTRALIA,New South Wales
1960.04.01,1960,AUSTRALIA,South Australia
1960.04.00.c,1960,FIJI,Vanua Levu
1960.04.00.b,1960,PHILIPPINES,Luzon Island
1960.04.00.a,1960,SOUTH AFRICA,Western Cape Province
1960.03.31,1960,USA,Florida
1960.03.28,1960,GUAM,
1960.02.29,1960,AUSTRALIA,Tasmania
1960.02.27.b,1960,NEW ZEALAND,North Island
1960.02.27.a,1960,USA,Hawaii
1960.02.24,1960,SENEGAL,Casamance
1960.02.19,1960,PAPUA NEW GUINEA,Central Province
1960.02.10.,1960,AUSTRALIA,New South Wales
1960.02.07,1960,AUSTRALIA,New South Wales
1960.02.03,1960,USA,Hawaii
1960.01.30,1960,PAPUA NEW GUINEA,Madang (WO)
1960.01.26,1960,,"Between Timor & Darwin, Australia"
1960.01.21,1960,AUSTRALIA,South Australia
1960.01.16,1960,AUSTRALIA,New South Wales
1960.01.13,1960,AUSTRALIA,Western Australia
1960.01.07,1960,AUSTRALIA,Tasmania
1960.01.01,1960,SOUTH AFRICA,Western Cape Province
1960.00.00.j,1960,NICARAGUA ,Pacific coast
1960.00.00.i,1960,GRENADA,St. Georges 
1960.00.00.h,1960,CARIBBEAN SEA,
1960.00.00.g,1960,SRI LANKA,Eastern  Province
1960.00.00.f,1960,SRI LANKA,Eastern  Province
1960.00.00.e,1960,FIJI,Northwest of Viti Levu
1960.00.00.d,1960,PAPUA NEW GUINEA,Madang
1960.00.00.c,1960,PAPUA NEW GUINEA,West New Britain Province
1960.00.00.b,1960,MOZAMBIQUE,Gaza
1960.00.00.a,1960,SOUTH AFRICA,Eastern Cape Province
1959.12.29,1959,AUSTRALIA,Queensland
1959.12.28,1959,AUSTRALIA,New South Wales
1959.12.26,1959,PAPUA NEW GUINEA,Rigo subdistrict
1959.12.19.b,1959,AUSTRALIA,Queensland
1959.12.19.a,1959,PHILIPPINES,Masbate
1959.12.11,1959,AUSTRALIA,Victoria
1959.12.07,1959,AUSTRALIA,South Australia
1959.12.03,1959,NEW ZEALAND,North Island
1959.12.00,1959,MALDIVE ISLANDS,400 miles southeast of Sri Lanka
1959.11.29,1959,AUSTRALIA,Victoria
1959.11.28,1959,AUSTRALIA,Queensland
1959.11.22,1959,AUSTRALIA,Queensland
1959.11.16,1959,USA,Louisiana
1959.11.15,1959,SOUTH AFRICA,Western Cape Province
1959.11.12.R,1959,AUSTRALIA,South Australia
1959.11.10,1959,USA,California
1959.11.09,1959,AUSTRALIA,Western Australia
1959.11.01,1959,PAPUA NEW GUINEA,New Britain
1959.10.07,1959,MOZAMBIQUE,Maputo Province
1959.10.05,1959,PAPUA NEW GUINEA,Madang
1959.10.04,1959,USA,California
1959.10.02,1959,FIJI,Lomaiviti Province
1959.10.00,1959,FIJI,Kadavu
1959.09.30,1959,PHILIPPINES,Leyte Island
1959.09.27,1959,BERMUDA,Hamilton
1959.09.26.b,1959,USA,Florida
1959.09.26.a,1959,USA,South Carolina
1959.09.11,1959,USA,California
1959.09.10.R,1959,INDIA,Orissa
1959.09.02,1959,USA,New York
1959.09.00,1959,MEXICO,Guerrrero
1959.08.31.R,1959,AZORES,
1959.08.30,1959,AUSTRALIA,Tasmania
1959.08.25,1959,JAPAN,Hokkaido Prefecture
1959.08.20,1959,PHILIPPINES,North Palawan
1959.08.15.b,1959,USA,Florida
1959.08.15.a,1959,USA,Florida
1959.08.14.b,1959,USA,South Carolina
1959.08.14.a,1959,PHILIPPINES,Queaon
1959.08.13,1959,USA,California
1959.08.12,1959,CROATIA,Istria
1959.08.11,1959,JAPAN,Wakayama Prefecture
1959.08.10,1959,USA,Georgia
1959.08.05,1959,USA,California
1959.08.02,1959,ITALY,Tuscany
1959.07.30,1959,USA,California
1959.07.28,1959,USA,California
1959.07.25.b,1959,JAPAN,Okayama Prefecture
1959.07.25.a,1959,USA,California
1959.07.23.b,1959,USA,California
1959.07.23.a,1959,USA,California
1959.07.03.a & b,1959,CARIBBEAN SEA,PANAMA
1959.07.02,1959,USA,Florida
1959.07.00.b,1959,NORTH ATLANTIC OCEAN,In the Gulf Stream 
1959.07.00.a,1959,MEXICO,Quintana Roo
1959.06.26.R,1959,TURKEY,Mersin Province
1959.06.14.b,1959,MEXICO,Guyamas
1959.06.14.a,1959,USA,California
1959.06.13,1959,USA,California
1959.05.30,1959,SOUTH AFRICA,Eastern Cape Province
1959.05.16,1959,USA,Florida
1959.05.07,1959,USA,California
1959.05.03,1959,USA,Florida
1959.05.00,1959,MID ATLANTIC OCEAN,Between England & South Africa
1959.04.27,1959,AUSTRALIA,New South Wales
1959.04.11,1959,AUSTRALIA,Torres Strait
1959.04.09.b,1959,USA,Hawaii
1959.04.09..a,1959,SOUTH AFRICA,Eastern Cape Province
1959.04.05,1959,AUSTRALIA,New South Wales
1959.03.29,1959,USA,Florida
1959.03.08,1959,PHILIPPINES,Mindanao
1959.03.00,1959,USA,Florida
1959.02.28,1959,AUSTRALIA,Victoria
1959.02.27,1959,VENEZUELA,Nueva Esparta
1959.02.06,1959,PAPUA NEW GUINEA, Kikori River mouth
1959.02.02,1959,SOLOMON ISLANDS,Guadalcanal Province
1959.02.01,1959,SOUTH AFRICA,KwaZulu-Natal
1959.01.31,1959,AUSTRALIA,Western Australia
1959.01.27,1959,ECUADOR,Galapagos Islands
1959.01.25,1959,AUSTRALIA,Tasmania
1959.01.17.b,1959,AUSTRALIA,Tasmania
1959.01.17.a,1959,AUSTRALIA,Queensland
1959.01.15,1959,SOUTH AFRICA,Western Cape Province
1959.01.12,1959,NEW GUINEA,Milne Bay Province
1959.01.02,1959,MOZAMBIQUE,Maputo Province
1959.01.00,1959,AUSTRALIA,Tasmania
1959.00.00.g,1959,SOUTH KOREA,South Chungcheong Province
1959.00.00.f,1959,INDIA,Orissa
1959.00.00.e,1959,ATLANTIC OCEAN,
1959.00.00.d,1959,PAPUA NEW GUINEA,West New Britain Province
1959.00.00.c,1959,PAPUA NEW GUINEA,West New Britain Province
1959.00.00.b,1959,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago"
1959.00.00.a,1959,PAPUA NEW GUINEA,Morobe Province
1958.12.28,1958,TURKEY,Ahirkapi coast
1958.12.27,1958,PAPUA NEW GUINEA,Madang Province
1958.12.23,1958,SOUTH AFRICA,Western Cape Province
1958.12.13,1958,USA,Hawaii
1958.12.12,1958,AMERICAN SAMOA,Tutuila Island
1958.11.23,1958,AUSTRALIA,Queensland
1958.11.14,1958,SOUTH AFRICA,Western Cape Province
1958.11.07.R,1958,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1958.11.05,1958,USA,California
1958.10.12,1958,USA,California
1958.10.05,1958,USA,Florida
1958.10.00.b,1958,MEXICO,Guerrrero
1958.10.00.a,1958,PAPUA NEW GUINEA,West New Britain Province
1958.09.13,1958,ANDAMAN / NICOBAR ISLANDAS,
1958.09.06,1958,BAHAMAS,Cat Cay
1958.09.01,1958,USA,New York
1958.08.31,1958,MEXICO,Baja California
1958.08.01,1958,CROATIA,Primorje-Gorski Kotar County
1958.07.31.R,1958,MEXICO,Guerrero
1958.07.27.b,1958,USA,Florida
1958.07.27.a,1958,USA,Florida
1958.07.10,1958,USA,Florida
1958.07.08,1958,KENYA,Coast Province
1958.07.04.b,1958,PACIFIC OCEAN,Between Hawaii & Wake Island
1958.07.04.a,1958,PACIFIC OCEAN,Between Hawaii & Wake Island
1958.07.02,1958,USA,Florida
1958.07.01,1958,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago"
1958.07.00.b,1958,BAHAMAS,Abaco Islands
1958.07.00.a,1958,USA,Florida
1958.06.26,1958,USA,Florida
1958.06.24,1958,USA,Florida
1958.06.17,1958,USA,Florida
1958.06.15,1958,AUSTRALIA,Queensland
1958.06.02.R,1958,SOUTH AFRICA,KwaZulu-Natal
1958.04.30,1958,USA,Florida
1958.04.19,1958,TAIWAN,Taipei Hsien
1958.04.05,1958,SOUTH AFRICA,KwaZulu-Natal
1958.04.03,1958,SOUTH AFRICA,KwaZulu-Natal
1958.04.00,1958,PAPUA NEW GUINEA,Morobe Province
1958.02.19,1958,AUSTRALIA,New South Wales
1958.02.01,1958,USA,US Virgin Islands
1958.01.27,1958,AUSTRALIA,New South Wales
1958.01.19,1958,AUSTRALIA,New South Wales
1958.01.09.R,1958,JAPAN,Ibaraki Prefecture
1958.01.09,1958,SOUTH AFRICA,KwaZulu-Natal
1958.00.00.j,1958,TONGA,Vava'u
1958.00.00.i,1958,SAMOA,South Pacific Ocean
1958.00.00.h,1958,PANAMA,Canal Zone
1958.00.00.f,1958,PAPUA NEW GUINEA,Louisiade Archipelago
1958.00.00.e,1958,PAPUA NEW GUINEA,West New Britain Province
1958.00.00.d,1958,PAPUA NEW GUINEA,West New Britain Province
1958.00.00.c,1958,PAPUA NEW GUINEA,Morobe Province
1958.00.00.b,1958,SOUTH AFRICA,Western Cape Province
1958.00.00.a,1958,SOUTH AFRICA,KwaZulu-Natal
1957.12.31,1957,AUSTRALIA,South Australia
1957.12.30,1957,SOUTH AFRICA,KwaZulu-Natal
1957.12.26,1957,SOUTH AFRICA,KwaZulu-Natal
1957.12.23,1957,SOUTH AFRICA,KwaZulu-Natal
1957.12.20,1957,SOUTH AFRICA,KwaZulu-Natal
1957.12.18,1957,SOUTH AFRICA,KwaZulu-Natal
1957.11.08,1957,PACIFIC OCEAN,"1,000 miles east of Hawaii"
1957.11.04.R,1957,AUSTRALIA,New South Wales
1957.10.24,1957,SOLOMON ISLANDS,Honiara
1957.10.23,1957,SOLOMON ISLANDS,Honiara
1957.09.02,1957,MARSHALL ISLANDS,Eniwetok Atoll
1957.08.00,1957,USA,Florida
1957.07.24,1957,USA,California
1957.07.15,1957,USA,North Carolina
1957.07.09,1957,AUSTRALIA,Torres Strait
1957.06.21,1957,CUBA,Yucatan Channel
1957.05.11,1957,AUSTRALIA,New South Wales
1957.05.07,1957,SOLOMON ISLANDS,
1957.05.00,1957,USA,Florida
1957.04.28,1957,USA,California
1957.04.23,1957,AUSTRALIA,New South Wales
1957.04.22,1957,USA,Florida
1957.04.13,1957,AUSTRALIA,Torres Strait
1957.04.07.b,1957,PAPUA NEW GUINEA,Bougainville (North Solomons)
1957.04.07.a,1957,SOLOMON ISLANDS,Bougainville (North Solomons)
1957.02.24,1957,FIJI,Viti Levu
1957.02.05,1957,USA,Florida
1957.02.02,1957,AUSTRALIA,Western Australia
1957.02.00,1957,USA,Florida
1957.01.05,1957,SOUTH AFRICA,KwaZulu-Natal
1957.00.00.k,1957,SRI LANKA,Western Province
1957.00.00.j,1957,USA,Florida
1957.00.00.i,1957,CUBA,Havana Province
1957.00.00.h,1957,CUBA,Havana Province
1957.00.00.g,1957,CUBA,Havana Province
1957.00.00.f,1957,USA,Florida
1957.00.00.e,1957,FIJI,Kadavu
1957.00.00.d,1957,IRAN,Karun River
1957.00.00.b,1957,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province"
1957.00.00.c,1957,IRAN,Karun River
1957.00.00.a,1957,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago"
1956.12.26,1956,PAPUA NEW GUINEA,Milne Bay Province
1956.12.24,1956,PAPUA NEW GUINEA,Milne Bay Province
1956.12.15.R,1956,GABON,Estuaire Province
1956.12.09,1956,NEW ZEALAND,North Island
1956.10.27,1956,SOUTH AFRICA,Western Cape Province
1956.10.20,1956,PAPUA NEW GUINEA,Central Province
1956.10.07,1956,SENEGAL,"Near Dakar, Cap Vert Peninsula"
1956.10.00,1956,PAPUA NEW GUINEA,
1956.09.23,1956,USA,Florida
1956.09.13,1956,,Near the Andaman & Nicobar Islands
1956.09.00.b,1956,MAYOTTE,Mozambique Channel
1956.09.00.a,1956,ITALY,Tyrrenian Sea
1956.08.25,1956,PAPUA NEW GUINEA,Central Province
1956.08.20,1956,PAPUA NEW GUINEA,Central Province
1956.08.15.R,1956,USA,Puerto Rico
1956.08.15.b,1956,AUSTRALIA,Queensland
1956.08.15.a,1956,USA,California
1956.08.01,1956,SOUTH AFRICA,KwaZulu-Natal
1956.08.00.e,1956,UNITED KINGDOM,Cornwall
1956.08.00.d,1956,UNITED KINGDOM,Cornwall
1956.08.00.c,1956,MALTA,Congreve Channel
1956.08.00.b,1956,PAPUA NEW GUINEA,Central Province
1956.08.00.a,1956,PAPUA NEW GUINEA,Central Province
1956.07.28,1956,USA,Puerto Rico
1956.07.26,1956,USA,California
1956.07.20,1956,MALTA,St. Thomas Bay
1956.07.17,1956,USA,Florida
1956.07.12,1956,USA,South Carolina
1956.06.28,1956,AUSTRALIA,Torres Strait
1956.06.22,1956,PORTUGAL,Madeira
1956.06.20,1956,MID ATLANTIC OCEAN,
1956.05.26.R,1956,SOUTH AFRICA,Western Cape Province
1956.05.07,1956,CUBA,
1956.05.00,1956,AUSTRALIA,Torres Strait
1956.03.25,1956,ITALY,Ligurian Sea
1956.03.11,1956,AUSTRALIA,New South Wales
1956.03.04,1956,AUSTRALIA,Victoria
1956.03.00.b,1956,AUSTRALIA,Western Australia
1956.02.26,1956,AUSTRALIA,Queensland
1956.02.10.R,1956,AUSTRALIA,Victoria
1956.01.16.R,1956,AUSTRALIA,Torres Strait
1956.01.16,1956,COSTA RICA,
1956.01.05,1956,AUSTRALIA,New South Wales
1956.00.00.h,1956,PAPUA NEW GUINEA,Madang Province
1956.00.00.g,1956,,Between Comores & Madagascar
1956.00.00.f,1956,GREECE,Corfu Island
1956.00.00.e,1956,USA,Virginia
1956.00.00.d,1956,USA,Virginia
1956.00.00.c,1956,PAPUA NEW GUINEA,Milne Bay Province
1956.00.00.b,1956,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1956.00.00.a,1956,PAPUA NEW GUINEA,New Ireland Province
1955.12.31,1955,AUSTRALIA,Tasmania
1955.12.11,1955,USA,Florida
1955.11.16,1955,PAPUA NEW GUINEA,Central Province
1955.11.00,1955,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1955.10.16,1955,AUSTRALIA,Queensland
1955.09.23.b,1955,NORTH PACIFIC OCEAN,1000 miles west of Hawaii
1955.09.23.a,1955,NORTH PACIFIC OCEAN,1000 miles west of Hawaii
1955.09.20,1955,USA,Hawaii
1955.09.04,1955,USA,California
1955.09.03,1955,USA,California
1955.08.30.b,1955,JAPAN,Izo Islands
1955.08.30.a,1955,USA,California
1955.08.26,1955,CROATIA, Primorje-Gorski Kotar County
1955.08.08,1955,AMERICAN SAMOA,Tutuila Island
1955.08.04.R,1955,USA,South Carolina
1955.08.00.c,1955,NORTH ATLANTIC OCEAN ,Open sea
1955.08.00.a,1955,AUSTRALIA,South Australia
1955.07.25,1955,JAPAN,Okayama Prefecture
1955.07.23,1955,USA,Rhode Island
1955.07.15,1955,MONTENEGRO,Adriatic Sea
1955.07.07,1955,YEMEN,Aden
1955.05.08,1955,USA,California
1955.05.00,1955,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1955.04.13.R,1955,PAPUA NEW GUINEA,Central Province
1955.04.12,1955,PAPUA NEW GUINEA,
1955.04.00,1955,USA,Hawaii
1955.03.09,1955,AUSTRALIA,New South Wales
1955.03.00.b,1955,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago"
1955.03.00.a,1955,AUSTRALIA,Western Australia
1955.02.10,1955,USA,California
1955.02.06,1955,USA,California
1955.02.05,1955,AUSTRALIA,New South Wales
1955.02.04,1955,INDIA,Tamil Nadu
1955.02.01.,1955,AUSTRALIA,New South Wales
1955.02.00,1955,AUSTRALIA,New South Wales
1955.01.17,1955,AUSTRALIA,New South Wales
1955.01.15,1955,SOUTH AFRICA,KwaZulu-Natal
1955.00.00.f,1955,USA,Florida
1955.00.00.d,1955,CUBA,Havana Province
1955.00.00.e,1955,MADAGASCAR,18S / 50E
1955.00.00.c,1955,USA,Illinois
1955.00.00.b,1955,COLUMBIA,Isles del Rosario
1955.00.00.a,1955,PAPUA NEW GUINEA,New Ireland
1954.12.29,1954,AMERICAN SAMOA,Tutuila Island
1954.12.11,1954,AUSTRALIA,Victoria
1954.12.09,1954,PAPUA NEW GUINEA,Central Province
1954.12.04,1954,SOUTH AFRICA,KwaZulu-Natal
1954.11.20,1954,USA,Wake Island
1954.10.07,1954,USA,Virginia
1954.10.06,1954,UNITED KINGDOM,Isle of Man
1954.10.02.b,1954,CROATIA,Zadar County
1954.10.02.a,1954,JAPAN,Nagasaki Prefecture
1954.09.21,1954,USA,California
1954.09.15,1954,HONG KONG,
1954.09.04,1954,AUSTRALIA,Torres Strait
1954.08.19,1954,ITALY,Liguaria
1954.08.12.b,1954,CUBA,Guantanamo Province
1954.08.12.a,1954,CUBA,Guantanamo Province
1954.07.30,1954,ECUADOR,Galapagos Islands
1954.07.28,1954,SINGAPORE,
1954.07.27,1954,ITALY,Venice Province
1954.07.15,1954,THE BALKANS,Slovenia
1954.07.04.R,1954,USA,Florida
1954.07.03,1954,BERMUDA,South shore 
1954.07.02.R,1954,GREECE,
1954.07.01.R,1954,CROATIA,
1954.06.29,1954,USA,California
1954.06.27,1954,AUSTRALIA,Queensland
1954.06.00,1954,HONG KONG,
1954.05.26.R,1954,PAPUA NEW GUINEA,East Sepik
1954.05.00,1954,PAPUA NEW GUINEA,Madang Province
1954.04.08,1954,USA,Hawaii
1954.04.00,1954,SUDAN?,Red Sea
1954.02.27,1954,AUSTRALIA,New South Wales
1954.01.30,1954,AUSTRALIA,New South Wales
1954.01.22.b,1954,AUSTRALIA,Torres Strait
1954.01.22.a,1954,ARGENTINA,Buenos Aires Province
1954.01.15,1954,PAPUA NEW GUINEA,Madang Province
1954.00.00.e,1954,IRAN,Karun River
1954.00.00.d,1954,MARTINIQUE,
1954.00.00.c,1954,MEXICO,Baja California
1954.00.00.b,1954,USA,Hawaii
1954.00.00.a,1954,PAPUA NEW GUINEA,West New Britain Province
1954.00.00 g,1954,IRAN,Karun River
1954.00.00 f,1954,IRAN,Karun River
1953.12.30,1953,SOUTH AFRICA,Eastern Cape Province
1953.12.22,1953,SOUTH AFRICA,Eastern Cape Province
1953.12.13,1953,AUSTRALIA,Queensland
1953.12.00,1953,AUSTRALIA,New South Wales
1953.10.00,1953,AUSTRALIA,New South Wales
1953.09.27,1953,PHILIPPINES,Luzon Island
1953.09.20.R,1953,USA,California
1953.09.18,1953,USA,Georgia
1953.09.03.R,1953,USA,New York
1953.09.02,1953,USA,Hawaii
1953.08.00,1953,MEXICO,Guerrero
1953.07.31,1953,MEXICO,Colima
1953.07.26,1953,USA,Hawaii
1953.07.16,1953,USA,California
1953.07.15,1953,USA,Florida
1953.07.11,1953,PACIFIC OCEAN,330 to 350 miles east of Wake Island
1953.07.09,1953,CANADA,Nova Scotia
1953.07.04,1953,USA,Hawaii
1953.07.00,1953,PANAMA,Gulf of Panama
1953.06.00,1953,AUSTRALIA,Queensland
1953.04.07,1953,AUSTRALIA,New South Wales
1953.04.04,1953,USA,Texas
1953.04.00.b,1953,IRAN,Karun River
1953.04.00.a,1953,IRAN,Karun River
1953.03.22,1953,AUSTRALIA,New South Wales
1953.03.19.R,1953,AUSTRALIA,South Australia
1953.03.00.c,1953,INDIAN OCEAN,
1953.03.00.a,1953,PAPUA NEW GUINEA,Milne Bay Province
1953.02.18,1953,USA,Hawaii
1953.02.15,1953,AUSTRALIA,New South Wales
1953.02.00,1953,AUSTRALIA,
1953.01.20,1953,AUSTRALIA,South Australia
1953.01.08,1953,AUSTRALIA,Tasmania
1953.00.00.c,1953,AUSTRALIA,
1953.00.00.b,1953,PAPUA NEW GUINEA,Bougainville (North Solomons)
1953.00.00.a,1953,USA,Florida
1952.12.24,1952,AUSTRALIA,Victoria
1952.12.21,1952,AUSTRALIA,South Australia
1952.12.14,1952,GUATEMALA,
1952.08.04,1952,ITALY,Genoa  Province
1952.08.03,1952,USA,Hawaii
1952.12.07,1952,USA,California
1952.12.03,1952,USA,Hawaii
1952.10.12,1952,PAPUA NEW GUINEA,"Abau Sub District, Central Province"
1952.08.06,1952,SOUTH AFRICA,Eastern Cape Province
1952.08.05,1952,ITALY,Teramo
1952.07.27.d,1952,USA,Florida
1952.07.27.c,1952,USA,South Carolina
1952.07.27.b,1952,USA,South Carolina
1952.07.27.a,1952,USA,California
1952.07.13,1952,USA,California
1952.07.05,1952,USA,Puerto Rico
1952.05.27,1952,USA,California
1952.05.07.R,1952,AUSTRALIA,Western Australia
1952.05.00,1952,INDIA,
1952.04.06,1952,AUSTRALIA,South Australia
1952.04.00,1952,SUDAN,Red Sea State
1952.03.30,1952,NETHERLANDS ANTILLES,Curacao
1952.01.23,1952,MAURITIUS,Port Louis Province
1952.01.07,1952,AUSTRALIA,New South Wales
1952.00.00.e,1952,LIBERIA,Montserrado
1952.00.00.d,1952,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1952.00.00.c,1952,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province"
1952.00.00.b,1952,PAPUA NEW GUINEA,New Ireland Province
1952.00.00.a,1952,USA,Florida
1951.12.21,1951,MOZAMBIQUE,Bay of Maputu
1951.12.16,1951,AUSTRALIA,New South Wales
1951.12.06,1951,AUSTRALIA,New South Wales
1951.11.29,1951,SOUTH AFRICA,KwaZulu-Natal
1951.11.28.b,1951,JAMAICA,Kingston Parish
1951.11.28.a,1951,SOUTH AFRICA,KwaZulu-Natal
1951.11.23.R,1951,PHILIPPINES,
1951.10.22,1951,AUSTRALIA,Queensland
1951.10.05,1951,NORTH ATLANTIC OCEAN,South Carolina
1951.09.29,1951,ITALY,Salerno
1951.09.03.R,1951,ITALY,Salerno Province
1951.09.02-R,1951,AUSTRALIA,Queensland
1951.08.17.b,1951,GREECE,Corfu Island
1951.08.17.a,1951,GREECE,Corfu Island
1951.08.16.R,1951,ITALY,Taranto
1951.08.00,1951,COLUMBIA,Caribbean Sea
1951.07.19.R,1951,USA,California
1951.07.11,1951,PACIFIC OCEAN,
1951.06.25,1951,USA,Hawaii
1951.06.00,1951,FRENCH POLYNESIA,Tuamotus
1951.05.22,1951,MEXICO,
1951.05.09.R,1951,ITALY,Naples Province
1951.03.26,1951,AUSTRALIA,New South Wales
1951.03.24,1951,AUSTRALIA,New South Wales
1951.03.15,1951,SOUTH AFRICA,KwaZulu-Natal
1951.02.19,1951,SOUTH AFRICA,Eastern Cape Province
1951.02.03,1951,AUSTRALIA,New South Wales
1951.02.01,1951,AUSTRALIA,New South Wales
1951.01.21,1951,SOUTH AFRICA,KwaZulu-Natal
1951.01.03,1951,AUSTRALIA,New South Wales
1951.00.00,1951,NEW GUINEA,Madang Province
1950.12.31,1950,AUSTRALIA,Queensland
1950.12.19.R,1950,AUSTRALIA,New South Wales
1950.12.16,1950,AUSTRALIA,Queensland
1950.11.29,1950,AUSTRALIA,Northern Territory
1950.11.25,1950,AUSTRALIA,Queensland
1950.11.12,1950,AUSTRALIA,Queensland
1950.10.08,1950,USA,California
1950.10.04,1950,AUSTRALIA,Queensland
1950.08.06,1950,EL SALVADOR, La Libertad
1950.08.00,1950,SAUDI ARABIA,Eastern Province
1950.07.27.R,1950,AUSTRALIA,South Australia
1950.07.21,1950,JAPAN,Sago Prefecture
1950.07.19,1950,ITALY,Savona
1950.07.14,1950,CUBA,Caribbean Sea
1950.07.10,1950,USA,Texas
1950.07.09,1950,USA,Texas
1950.07.00,1950,USA,Florida
1950.06.25,1950,USA,New York
1950.06.06,1950,USA,Florida
1950.05.24,1950,SOUTH AFRICA,KwaZulu-Natal
1950.05.01,1950,ITALY,Tyrrhenian Sea
1950.04.09.b,1950,AUSTRALIA,Queensland
1950.04.09.a,1950,SOUTH AFRICA,Eastern Cape Province
1950.03.26,1950,SOUTH AFRICA,Eastern Cape Province
1950.03.08,1950,SOUTH AFRICA,KwaZulu-Natal
1950.03.01,1950,AUSTRALIA,Western Australia
1950.02.18.R,1950,AUSTRALIA,Western Australia
1950.02.11,1950,SOUTH AFRICA,KwaZulu-Natal
1950.01.16,1950,USA,Hawaii
1950.01.12.R,1950,AUSTRALIA,Victoria
1950.00.00.m,1950,AUSTRALIA,Tasmania
1950.00.00.l,1950,SRI LANKA,Eastern Province
1950.00.00.k,1950,SRI LANKA,Southern Province
1950.00.00.j,1950,LIBERIA,Montserrado
1950.00.00.i,1950,INDONESIA,Jakarta Harbour
1950.00.00.h,1950,USA,Florida
1950.00.00.g,1950,USA,Hawaii
1950.00.00.f,1950,PANAMA,Canal Zone
1950.00.00.e,1950,GREECE,
1950.00.00.d,1950,SINGAPORE,Singapore Harbor
1950.00.00.c,1950,NEW CALEDONIA,North Province
1950.00.00.b,1950,NEW CALEDONIA,North Province
1950.00.00.a,1950,FIJI,
1949.12.00.b,1949,,Caribbean Sea
