Year,Month,Type,Fatal,Sex,Country,Case Number,Decade
1901,6,Unprovoked,N,M,USA,1901.00.00,Años 00
1901,12,Unprovoked,N,M,AUSTRALIA,1901.12.01,Años 00
1901,10,Unprovoked,N,M,PHILIPPINES,1901.10.00,Años 00
1901,1,Unprovoked,Y,M,AUSTRALIA,1901.01.30,Años 00
1901,7,Unprovoked,Y,M,SOUTH AFRICA,1901.07.30,Años 00
1901,6,Unprovoked,N,M,PHILIPPINES,1901.06.24,Años 00
1901,9,Unprovoked,Y,M,CYPRUS,1901.09.23.R,Años 00
1902,12,Unprovoked,Y,M,NICARAGUA,1902.12.22.R,Años 00
1902,11,Unprovoked,Y,M,AUSTRALIA,1902.11.10,Años 00
1902,11,Unprovoked,N,M,USA,1902.11.01.R,Años 00
1902,8,Unprovoked,Y,M,ITALY,1902.08.28.R,Años 00
1902,8,Boating,N,M,CROATIA,1902.08.24.R,Años 00
1902,8,Unprovoked,Y,M,USA,1902.08.08,Años 00
1902,7,Provoked,N,M,USA,1902.07.06,Años 00
1902,6,Unprovoked,N,M,PHILIPPINES,1902.06.02,Años 00
1902,6,Unprovoked,N,M,EGYPT,1902.06.00,Años 00
1902,2,Provoked,N,M,NEW ZEALAND,1902.02.22.R,Años 00
1902,1,Unprovoked,Y,M,AUSTRALIA,1902.01.25.R,Años 00
1902,1,Unprovoked,N,M,AUSTRALIA,1902.01.19,Años 00
1902,7,Provoked,N,M,ITALY,1902.07.15,Años 00
1903,7,Unprovoked,N,M,FALKLAND ISLANDS,1903.07.00,Años 00
1903,10,Unprovoked,Y,M,CUBA,1903.10.04,Años 00
1903,9,Unprovoked,N,M,USA,1903.09.16.R,Años 00
1903,6,Unprovoked,Y,M,AUSTRALIA,1903.06.21,Años 00
1903,6,Unprovoked,Y,M,USA,1903.00.00.a,Años 00
1903,3,Unprovoked,Y,M,AUSTRALIA,1903.03.20.R,Años 00
1903,3,Unprovoked,Y,M,AUSTRALIA,1903.03.12,Años 00
1903,1,Unprovoked,Y,M,AUSTRALIA,1903.01.10,Años 00
1903,6,Unprovoked,Y,M,CRETE,1903.00.00.b,Años 00
1903,5,Unprovoked,Y,M,MEXICO,1903.05.04,Años 00
1904,8,Unprovoked,Y,M,CUBA,1904.08.00,Años 00
1904,11,Unprovoked,N,M,PHILIPPINES,1904.11.02,Años 00
1904,10,Unprovoked,Y,M,INDIAN OCEAN,1904.10.11.R,Años 00
1904,9,Unprovoked,Y,M,CUBA,1904.09.00,Años 00
1904,7,Unprovoked,N,M,USA,1904.07.28,Años 00
1904,1,Unprovoked,Y,M,NEW CALEDONIA,1904.01.23,Años 00
1904,7,Unprovoked,Y,M,ITALY,1904.07.01.R,Años 00
1904,2,Unprovoked,Y,M,AUSTRALIA,1904.02.07,Años 00
1904,2,Unprovoked,Y,M,NEW ZEALAND,1904.02.04,Años 00
1904,6,Unprovoked,Y,M,USA,1904.00.00.a,Años 00
1904,6,Unprovoked,N,M,PHILIPPINES,1904.00.00.b,Años 00
1904,7,Unprovoked,Y,M,USA,1904.07.27,Años 00
1905,12,Unprovoked,Y,M,SOUTH AFRICA,1905.12.31,Años 00
1905,9,Unprovoked,Y,M,AUSTRALIA,1905.09.29,Años 00
1905,8,Unprovoked,N,M,USA,1905.08.00.b,Años 00
1905,7,Unprovoked,Y,M,USA,1905.07.29,Años 00
1905,8,Unprovoked,N,M,PHILIPPINES,1905.08.00.a,Años 00
1905,5,Unprovoked,N,M,USA,1905.05.22,Años 00
1905,4,Unprovoked,Y,M,SOUTH AFRICA,1905.04.06,Años 00
1905,3,Unprovoked,N,M,AUSTRALIA,1905.03.26,Años 00
1905,6,Boating,N,UNKNOWN,USA,1905.00.00,Años 00
1905,7,Unprovoked,Y,M,USA,1905.07.00,Años 00
1906,9,Unprovoked,Y,M,INDONESIA,1906.09.27.R.a,Años 00
1906,11,Unprovoked,N,M,JAMAICA,1906.11.16,Años 00
1906,10,Unprovoked,N,M,USA,1906.10.10.d.R,Años 00
1906,10,Unprovoked,Y,M,USA,1906.10.10.c.R,Años 00
1906,10,Unprovoked,N,M,USA,1906.10.10.b.R,Años 00
1906,10,Unprovoked,Y,M,USA,1906.10.10.a.R,Años 00
1906,9,Unprovoked,N,M,INDONESIA,1906.09.27.R.b,Años 00
1906,9,Unprovoked,Y,M,AUSTRALIA,1906.09.05.R,Años 00
1906,4,Provoked,N,M,AUSTRALIA,1906.04.16,Años 00
1906,8,Unprovoked,N,M,YEMEN,1906.08.20,Años 00
1906,8,Unprovoked,Y,M,USA,1906.08.04,Años 00
1906,7,Unprovoked,Y,M,USA,1906.07.05.R,Años 00
1906,4,Unprovoked,Y,M,INDONESIA,1906.04.27.R,Años 00
1906,1,Unprovoked,Y,M,SOUTH AFRICA,1906.01.20,Años 00
1906,4,Unprovoked,Y,M,AUSTRALIA,1906.04.14,Años 00
1906,4,Sea Disaster,Y,M,INDONESIA,1906.04.10.R.a & b,Años 00
1906,1,Unprovoked,Y,M,AUSTRALIA,1906.01.28,Años 00
1906,9,Provoked,N,M,USA,1906.09.00,Años 00
1907,8,Unprovoked,Y,F,CROATIA,1907.08.12.b..R,Años 00
1907,9,Unprovoked,Y,F,CROATIA,1907.09.11,Años 00
1907,10,Unprovoked,N,M,USA,1907.10.08,Años 00
1907,12,Unprovoked,Y,M,AUSTRALIA,1907.12.21,Años 00
1907,10,Unprovoked,N,M,CHINA,1907.10.16.R,Años 00
1907,10,Unprovoked,Y,M,AUSTRALIA,1907.10.18.R,Años 00
1907,8,Unprovoked,Y,M,CROATIA,1907.08.12.a..R,Años 00
1907,10,Unprovoked,Y,M,CHINA,1907.10.16.R,Años 00
1907,8,Unprovoked,N,M,USA,1907.08.08.R,Años 00
1907,10,Unprovoked,N,M,AUSTRALIA,1907.10.14,Años 00
1907,7,Unprovoked,N,M,USA,1907.07.00,Años 00
1907,4,Unprovoked,N,M,MEXICO,1907.04.20,Años 00
1907,3,Unprovoked,Y,M,USA,1907.03.26,Años 00
1907,3,Unprovoked,Y,M,MALTA,1907.03.07,Años 00
1907,2,Unprovoked,N,M,PHILIPPINES,1907.02.09,Años 00
1907,2,Unprovoked,Y,M,NEW ZEALAND,1907.02.05,Años 00
1907,2,Unprovoked,Y,M,AUSTRALIA,1907.02.03,Años 00
1907,6,Unprovoked,N,M,VIETNAM,1907.00.00.b,Años 00
1907,6,Unprovoked,Y,M,USA,1907.00.00.a,Años 00
1907,7,Unprovoked,Y,F,CROATIA,1907.07.14.R,Años 00
1908,12,Unprovoked,Y,M,SOUTH AFRICA,1908.12.31,Años 00
1908,12,Unprovoked,Y,M,MEXICO,1908.12.16.R,Años 00
1908,9,Unprovoked,Y,M,AUSTRALIA,1908.09.21,Años 00
1908,9,Unprovoked,N,M,USA,1908.09.05,Años 00
1908,8,Unprovoked,Y,M,SPAIN,1908.08.28.R,Años 00
1908,6,Unprovoked,Y,M,EGYPT,1908.06.18,Años 00
1908,6,Sea Disaster,Y,M,USA,1908.06.08,Años 00
1908,6,Sea Disaster,Y,UNKNOWN,PAPUA NEW GUINEA,1908.06.02.R,Años 00
1908,5,Sea Disaster,Y,UNKNOWN,INDONESIA,1908.05.13,Años 00
1908,1,Unprovoked,Y,M,USA,1908.01.08,Años 00
1908,7,Unprovoked,Y,F,CROATIA,1908.07.08.R,Años 00
1909,8,Unprovoked,Y,M,USA,1909.08.13,Años 00
1909,12,Unprovoked,N,M,USA,1909.12.26.R,Años 00
1909,12,Unprovoked,Y,M,AUSTRALIA,1909.12.15.R,Años 00
1909,12,Provoked,N,M,AUSTRALIA,1909.12.05,Años 00
1909,11,Sea Disaster,Y,UNKNOWN,INDONESIA,1909.11.14,Años 00
1909,9,Provoked,N,M,USA,1909.09.04.R,Años 00
1909,7,Unprovoked,N,M,USA,1909.07.24,Años 00
1909,4,Unprovoked,Y,M,TUNISIA,1909.04.09.R,Años 00
1909,6,Unprovoked,Y,F,MEXICO,1909.06.26.a.R,Años 00
1909,6,Unprovoked,Y,M,SOUTH AFRICA,1909.06.26.b.R,Años 00
1909,6,Sea Disaster,Y,M,AUSTRALIA,1909.06.18,Años 00
1909,4,Provoked,N,M,SPAIN,1909.04.27.R,Años 00
1909,6,Unprovoked,N,UNKNOWN,AUSTRALIA,1909.00.00,Años 00
1909,3,Sea Disaster,Y,F,SOUTH AFRICA,1909.03.06,Años 00
1909,7,Unprovoked,N,M,USA,1909.07.15,Años 00
1910,12,Sea Disaster,Y,M,AUSTRALIA,1910.12.23.R,Años 00
1910,11,Provoked,N,M,NORTH ATLANTIC OCEAN,1910.11.28,Años 00
1910,11,Unprovoked,N,M,AUSTRALIA,1910.11.24,Años 00
1910,6,Unprovoked,N,M,MEXICO,1910.06.25.R,Años 00
1910,6,Sea Disaster,Y,UNKNOWN,MOZAMBIQUE,1910.06.08.R,Años 00
1910,3,Unprovoked,Y,M,PANAMA,1910.03.31,Años 00
1910,3,Unprovoked,N,M,NEW ZEALAND,1910.03.08,Años 00
1910,2,Unprovoked,N,M,AUSTRALIA,1910.02.16,Años 00
1910,1,Unprovoked,Y,M,AUSTRALIA,1910.01.26,Años 00
1910,6,Unprovoked,UNKNOWN,M,PHILIPPINES,1910.00.00.a,Años 00
1911,10,Unprovoked,Y,M,USA,1911.10.26,Años 10
1911,10,Unprovoked,N,M,AUSTRALIA,1911.10.25,Años 10
1911,9,Unprovoked,Y,M,USA,1911.09.23,Años 10
1911,9,Unprovoked,Y,M,USA,1911.09.20,Años 10
1911,9,Unprovoked,N,M,USA,1911.09.17,Años 10
1911,7,Unprovoked,Y,M,SPAIN,1911.07.31.R,Años 10
1911,7,Provoked,N,M,USA,1911.07.16.R,Años 10
1911,6,Unprovoked,Y,M,NEW ZEALAND,1911.00.00.a,Años 10
1911,5,Provoked,N,M,USA,1911.05.01.R,Años 10
1911,5,Unprovoked,Y,M,SOUTH AFRICA,1911.05.01,Años 10
1911,4,Boating,N,UNKNOWN,NEW ZEALAND,1911.04.08.R,Años 10
1911,3,Unprovoked,Y,M,AUSTRALIA,1911.03.29.R,Años 10
1911,1,Sea Disaster,N,M,AUSTRALIA,1911.01.04,Años 10
1911,6,Unprovoked,N,M,USA,1911.00.00.b,Años 10
1911,5,Unprovoked,Y,M,SOUTH AFRICA,1911.05.09,Años 10
1912,8,Unprovoked,Y,M,USA,1912.08.30,Años 10
1912,7,Unprovoked,N,M,USA,1912.07.23,Años 10
1912,7,Unprovoked,Y,M,SOLOMON ISLANDS,1912.07.06.R,Años 10
1912,3,Unprovoked,N,M,NEW ZEALAND,1912.03.18,Años 10
1912,2,Provoked,N,M,AUSTRALIA,1912.02.22,Años 10
1912,2,Unprovoked,N,M,NEW CALEDONIA,1912.02.03,Años 10
1912,1,Unprovoked,Y,M,AUSTRALIA,1912.01.26,Años 10
1912,1,Unprovoked,N,M,AUSTRALIA,1912.01.06,Años 10
1912,1,Unprovoked,Y,M,AUSTRALIA,1912.01.01,Años 10
1912,6,Unprovoked,Y,M,SPAIN,1912.00.00,Años 10
1912,2,Unprovoked,N,M,AUSTRALIA,1912.02.19,Años 10
1912,1,Unprovoked,Y,M,FIJI,1912.01.13.R,Años 10
1913,11,Unprovoked,N,M,AUSTRALIA,1913.11.21,Años 10
1913,9,Unprovoked,N,M,USA,1913.09.21,Años 10
1913,9,Provoked,N,M,CROATIA,1913.09.03,Años 10
1913,12,Provoked,N,UNKNOWN,USA,1913.12.30.R,Años 10
1913,11,Unprovoked,Y,M,NIGERIA,1913.11.27,Años 10
1913,7,Unprovoked,Y,M,USA,1913.07.12,Años 10
1913,6,Unprovoked,Y,M,REUNION,1913.00.00.d,Años 10
1913,5,Provoked,N,M,AUSTRALIA,1913.05.02,Años 10
1913,3,Unprovoked,N,M,SAMOA,1913.03.27,Años 10
1913,1,Unprovoked,N,M,AUSTRALIA,1913.01.00,Años 10
1913,6,Unprovoked,Y,M,REUNION,1913.00.00.c,Años 10
1913,6,Unprovoked,N,M,AUSTRALIA,1913.00.00.a,Años 10
1913,5,Provoked,N,M,USA,1913.05.21,Años 10
1914,10,Sea Disaster,N,F,SAMOA,1914.10.17,Años 10
1914,9,Unprovoked,Y,M,JAMAICA,1914.09.26.R,Años 10
1914,9,Unprovoked,Y,M,USA,1914.09.09,Años 10
1914,7,Unprovoked,N,F,CROATIA,1914.07.15.R,Años 10
1914,7,Provoked,N,M,USA,1914.07.09.R,Años 10
1914,7,Unprovoked,N,M,CROATIA,1914.07.07,Años 10
1914,6,Boating,N,M,MONTENEGRO,1914.06.12,Años 10
1914,12,Unprovoked,N,M,AUSTRALIA,1914.12.04.R,Años 10
1914,5,Sea Disaster,Y,M,NEW CALEDONIA,1914.05.31,Años 10
1914,5,Provoked,N,F,USA,1914.05.14,Años 10
1914,3,Unprovoked,Y,M,USA,1914.03.03,Años 10
1914,2,Unprovoked,N,M,AUSTRALIA,1914.02.09.R,Años 10
1914,2,Unprovoked,N,M,AUSTRALIA,1914.02.03,Años 10
1914,1,Unprovoked,N,F,AUSTRALIA,1914.01.17.R,Años 10
1914,6,Unprovoked,UNKNOWN,F,SOUTH AFRICA,1914.00.00,Años 10
1914,6,Unprovoked,Y,M,AUSTRALIA,1914.06.10,Años 10
1915,12,Unprovoked,N,M,AUSTRALIA,1915.12.09.R,Años 10
1915,11,Unprovoked,N,M,AUSTRALIA,1915.11.08,Años 10
1915,8,Unprovoked,N,M,USA,1915.08.03,Años 10
1915,11,Unprovoked,N,M,AUSTRALIA,1915.11.10,Años 10
1915,3,Unprovoked,N,M,AUSTRALIA,1915.03.29,Años 10
1915,2,Unprovoked,N,M,AUSTRALIA,1915.02.06,Años 10
1915,1,Unprovoked,Y,M,AUSTRALIA,1915.01.01,Años 10
1915,7,Unprovoked,Y,M,MEXICO,1915.07.06.a.R,Años 10
1916,7,Unprovoked,N,M,USA,1916.07.12.c,Años 10
1916,12,Unprovoked,N,M,AUSTRALIA,1916.12.30,Años 10
1916,12,Unprovoked,Y,M,AUSTRALIA,1916.12.08.b,Años 10
1916,12,Unprovoked,N,F,AUSTRALIA,1916.12.08.a,Años 10
1916,11,Provoked,N,M,PANAMA,1916.11.15,Años 10
1916,11,Unprovoked,Y,M,AUSTRALIA,1916.11.10,Años 10
1916,10,Provoked,Y,M,USA,1916.10.11,Años 10
1916,8,Unprovoked,N,M,USA,1916.08.24,Años 10
1916,7,Unprovoked,N,M,USA,1916.07.26,Años 10
1916,7,Unprovoked,N,M,USA,1916.07.13,Años 10
1916,7,Unprovoked,Y,M,USA,1916.07.12.b,Años 10
1916,11,Unprovoked,Y,M,AUSTRALIA,1916.11.09,Años 10
1916,7,Sea Disaster,Y,M,BAHAMAS,1916.07.11,Años 10
1916,7,Unprovoked,Y,M,USA,1916.07.12.a,Años 10
1916,4,Unprovoked,Y,M,AUSTRALIA,1916.04.03,Años 10
1916,4,Unprovoked,Y,M,AUSTRALIA,1916.04.25.R,Años 10
1916,6,Unprovoked,Y,M,ATLANTIC OCEAN,1916.06.24.R,Años 10
1916,6,Unprovoked,N,M,USA,1916.06.30,Años 10
1916,6,Provoked,N,M,USA,1916.06.23,Años 10
1916,7,Unprovoked,Y,M,USA,1916.07.01,Años 10
1916,7,Unprovoked,Y,M,USA,1916.07.06,Años 10
1916,7,Unprovoked,N,M,PHILIPPINES,1916.07.07,Años 10
1916,7,Unprovoked,N,M,SPAIN,1916.07.08,Años 10
1916,3,Unprovoked,N,M,AUSTRALIA,1916.03.19,Años 10
1917,9,Provoked,N,M,USA,1917.09.09,Años 10
1917,12,Unprovoked,N,M,AUSTRALIA,1917.12.15,Años 10
1917,11,Unprovoked,Y,M,MOZAMBIQUE,1917.11.00,Años 10
1917,9,Unprovoked,N,M,USA,1917.09.21,Años 10
1917,9,Unprovoked,Y,M,PANAMA,1917.09.00,Años 10
1917,5,Unprovoked,N,M,KUWAIT,1917.05.05,Años 10
1917,7,Sea Disaster,Y,M,IRELAND,1917.07.15,Años 10
1917,6,Unprovoked,N,M,USA,1917.06.03,Años 10
1917,5,Unprovoked,Y,M,PHILIPPINES,1917.05.31,Años 10
1917,6,Unprovoked,N,M,LIBYA,1917.00.00,Años 10
1917,7,Unprovoked,Y,M,USA,1917.07.18,Años 10
1918,11,Unprovoked,Y,M,USA,1918.11.00.b,Años 10
1918,11,Sea Disaster,Y,M,SAN DOMINGO,1918.11.00.a,Años 10
1918,3,Unprovoked,N,M,AUSTRALIA,1918.03.22,Años 10
1918,6,Unprovoked,N,M,AUSTRALIA,1918.00.00,Años 10
1918,9,Unprovoked,Y,M,AUSTRALIA,1918.09.19,Años 10
1919,9,Unprovoked,Y,M,COSTA RICA,1919.09.12,Años 10
1919,12,Unprovoked,N,M,AUSTRALIA,1919.12.30.R,Años 10
1919,12,Unprovoked,Y,M,AUSTRALIA,1919.12.07,Años 10
1919,11,Unprovoked,N,M,AUSTRALIA,1919.11.18,Años 10
1919,8,Unprovoked,N,M,USA,1919.08.10,Años 10
1919,5,Unprovoked,N,M,USA,1919.05.29,Años 10
1919,1,Unprovoked,N,M,AUSTRALIA,1919.01.17,Años 10
1919,1,Unprovoked,N,F,NEW ZEALAND,1919.01.15,Años 10
1919,1,Unprovoked,Y,M,AUSTRALIA,1919.01.09,Años 10
1919,1,Unprovoked,Y,M,AUSTRALIA,1919.01.05,Años 10
1919,6,Boating,N,M,ITALY,1900.00.00.R,Años 10
1919,6,Unprovoked,N,F,USA,1919.00.00,Años 10
1919,4,Unprovoked,Y,M,USA,1919.04.06,Años 10
1920,6,Unprovoked,N,M,USA,1920.06.29,Años 10
1920,7,Unprovoked,N,M,AUSTRALIA,1920.07.05.R,Años 10
1920,6,Provoked,N,UNKNOWN,CANADA,1920.06.27,Años 10
1920,11,Unprovoked,N,M,AUSTRALIA,1920.11.22,Años 10
1920,11,Sea Disaster,Y,UNKNOWN,PHILIPPINES,1920.11.04,Años 10
1920,3,Unprovoked,N,M,AUSTRALIA,1920.03.08,Años 10
1920,11,Unprovoked,N,M,AUSTRALIA,1920.11.29,Años 10
1920,2,Unprovoked,N,F,SOUTH AFRICA,1920.02.03,Años 10
1920,1,Unprovoked,Y,M,AUSTRALIA,1920.01.24.R.a,Años 10
1920,1,Unprovoked,Y,M,AUSTRALIA,1920.01.15,Años 10
1920,6,Unprovoked,Y,M,JAMAICA,1920.00.00.b,Años 10
1920,6,Unprovoked,N,F,NEW ZEALAND,1920.00.00.b,Años 10
1920,1,Unprovoked,N,M,AUSTRALIA,1920.01.24.R.b,Años 10
1920,6,Unprovoked,N,M,SOUTH AFRICA,1920.00.00.a,Años 10
1921,12,Unprovoked,N,M,AUSTRALIA,1921.12.11,Años 20
1921,11,Unprovoked,Y,M,AUSTRALIA,1921.11.27.b,Años 20
1921,11,Unprovoked,N,M,AUSTRALIA,1921.11.27.a,Años 20
1921,10,Unprovoked,N,M,AUSTRALIA,1921.10.12,Años 20
1921,11,Unprovoked,Y,UNKNOWN,FIJI,1921.11.15.R,Años 20
1921,9,Provoked,N,M,ENGLAND,1921.09.00,Años 20
1921,8,Unprovoked,N,M,AUSTRALIA,1921.08.29.R,Años 20
1921,8,Unprovoked,Y,M,PHILIPPINES,1921.08.28,Años 20
1921,8,Unprovoked,Y,M,HAITI,1921.08.22,Años 20
1921,10,Unprovoked,Y,M,AUSTRALIA,1921.10.04,Años 20
1922,6,Unprovoked,Y,F,USA,1922.06.17,Años 20
1922,6,Provoked,N,M,USA,1923.00.00.a,Años 20
1922,12,Unprovoked,Y,F,USA,1922.12.14,Años 20
1922,12,Unprovoked,Y,M,AUSTRALIA,1922.12.05,Años 20
1922,9,Unprovoked,Y,M,BARBADOS,1922.09.29,Años 20
1922,9,Unprovoked,N,M,USA,1922.09.28,Años 20
1922,9,Boating,N,UNKNOWN,USA,1922.09.21.R,Años 20
1922,7,Unprovoked,N,M,USA,1922.07.19,Años 20
1922,5,Unprovoked,Y,M,JAMAICA,1922.05.24,Años 20
1922,9,Unprovoked,Y,M,ENGLAND,1922.09.26.R,Años 20
1922,4,Unprovoked,Y,M,AUSTRALIA,1922.04.26,Años 20
1922,1,Unprovoked,N,M,AUSTRALIA,1922.01.13,Años 20
1922,1,Unprovoked,Y,M,AUSTRALIA,1922.01.15,Años 20
1922,1,Unprovoked,Y,M,IRAQ,1922.01.28.R,Años 20
1922,1,Unprovoked,Y,M,AUSTRALIA,1922.01.04,Años 20
1922,3,Unprovoked,Y,M,AUSTRALIA,1922.03.02,Años 20
1922,3,Unprovoked,Y,F,JAMAICA,1922.03.13,Años 20
1922,3,Unprovoked,N,M,JAMAICA,1922.03.20,Años 20
1922,2,Unprovoked,Y,M,AUSTRALIA,1922.02.04,Años 20
1922,5,Unprovoked,N,M,SOUTH AFRICA,1922.05.06,Años 20
1923,6,Boating,Y,M,AUSTRALIA,1923.06.16,Años 20
1923,12,Unprovoked,N,M,AUSTRALIA,1923.12.12,Años 20
1923,12,Unprovoked,Y,M,AUSTRALIA,1923.12.02,Años 20
1923,11,Unprovoked,Y,M,AUSTRALIA,1923.11.23,Años 20
1923,10,Boating,N,UNKNOWN,AUSTRALIA,1923.10.17,Años 20
1923,10,Unprovoked,N,M,AUSTRALIA,1923.10.16,Años 20
1923,8,Unprovoked,N,M,GUYANA,1923.08.08,Años 20
1923,7,Unprovoked,N,M,AUSTRALIA,1923.07.02.R,Años 20
1923,6,Boating,N,UNKNOWN,MEXICO,1923.06.06,Años 20
1923,5,Unprovoked,Y,M,AUSTRALIA,1923.05.22,Años 20
1923,3,Unprovoked,N,M,AUSTRALIA,1923.03.18,Años 20
1923,2,Unprovoked,N,M,USA,1923.02.00,Años 20
1923,1,Unprovoked,Y,M,AUSTRALIA,1923.01.27.a,Años 20
1923,6,Boating,N,M,USA,1923.00.00.c,Años 20
1923,6,Unprovoked,Y,M,PHILIPPINES,1923.00.00.b,Años 20
1923,6,Provoked,N,M,USA,1923.00.00.a,Años 20
1923,5,Unprovoked,N,M,AUSTRALIA,1923.05.23.R,Años 20
1924,11,Unprovoked,Y,F,MEXICO,1924.11.25,Años 20
1924,11,Unprovoked,N,M,PANAMA,1924.11.24,Años 20
1924,11,Unprovoked,Y,M,USA,1924.11.21,Años 20
1924,7,Provoked,N,M,ENGLAND,1924.07.14,Años 20
1924,10,Provoked,N,M,FRENCH POLYNESIA,1924.10.31.R,Años 20
1924,10,Unprovoked,N,M,AUSTRALIA,1924.10.18,Años 20
1924,7,Unprovoked,N,M,USA,1924.07.31,Años 20
1924,7,Boating,N,M,USA,1924.07.04,Años 20
1924,2,Unprovoked,N,F,AUSTRALIA,1924.02.13,Años 20
1924,4,Unprovoked,Y,M,AUSTRALIA,1924.04.25,Años 20
1924,1,Unprovoked,Y,M,AUSTRALIA,1924.01.19,Años 20
1924,1,Unprovoked,N,M,SOUTH AFRICA,1924.01.25,Años 20
1924,1,Unprovoked,Y,M,SOUTH AFRICA,1924.01.29,Años 20
1924,6,Provoked,N,M,USA,1924.06.18,Años 20
1924,3,Unprovoked,N,M,SOLOMON ISLANDS,1924.03.28.R,Años 20
1924,4,Unprovoked,N,M,PANAMA,1924.04.22,Años 20
1924,3,Boating,N,UNKNOWN,SPAIN,1924.03.24,Años 20
1925,11,Unprovoked,Y,M,AUSTRALIA,1925.11.22,Años 20
1925,11,Unprovoked,N,UNKNOWN,USA,1925.11.00.b,Años 20
1925,9,Provoked,N,M,SPAIN,1925.09.04,Años 20
1925,9,Unprovoked,N,M,ENGLAND,1925.09.03,Años 20
1925,8,Unprovoked,N,F,USA,1925.08.02,Años 20
1925,11,Unprovoked,N,M,USA,1925.11.00.a,Años 20
1925,3,Unprovoked,N,M,AUSTRALIA,1925.03.27,Años 20
1925,3,Unprovoked,Y,M,AUSTRALIA,1925.03.12,Años 20
1925,3,Unprovoked,Y,M,PAPUA NEW GUINEA,1925.03.10,Años 20
1925,1,Unprovoked,N,M,USA,1925.01.27.R,Años 20
1925,1,Unprovoked,N,M,CANADA,1925.01.08,Años 20
1925,6,Unprovoked,N,M,FIJI,1925.00.00,Años 20
1925,5,Unprovoked,N,M,USA,1925.05.00,Años 20
1926,7,Unprovoked,Y,M,ITALY,1926.07.23,Años 20
1926,12,Unprovoked,Y,M,AUSTRALIA,1926.12.02.R,Años 20
1926,11,Unprovoked,N,M,AUSTRALIA,1926.11.17,Años 20
1926,10,Unprovoked,Y,M,PAPUA NEW GUINEA,1926.10.29.R,Años 20
1926,10,Unprovoked,N,M,AUSTRALIA,1926.10.23.b,Años 20
1926,10,Sea Disaster,N,UNKNOWN,BERMUDA,1926.10.23.a,Años 20
1926,9,Unprovoked,Y,M,PAPUA NEW GUINEA,1926.09.06.R,Años 20
1926,8,Unprovoked,Y,M,USA,1926.08.24,Años 20
1926,7,Boating,N,M,USA,1926.07.12,Años 20
1926,4,Unprovoked,N,F,USA,1926.04.07,Años 20
1926,5,Unprovoked,Y,M,USA,1926.05.18,Años 20
1926,7,Unprovoked,N,M,USA,1926.07.08,Años 20
1926,6,Unprovoked,UNKNOWN,M,SOUTH AFRICA,1926.00.00.a,Años 20
1926,6,Unprovoked,Y,F,SINGAPORE,1926.00.00.b,Años 20
1926,6,Provoked,N,M,NEW ZEALAND,1926.00.00.c,Años 20
1926,1,Unprovoked,N,M,AUSTRALIA,1926.01.00,Años 20
1926,1,Unprovoked,N,M,SOUTH AFRICA,1926.01.26,Años 20
1926,3,Unprovoked,Y,F,AUSTRALIA,1926.03.17,Años 20
1926,4,Unprovoked,N,M,SOUTH ATLANTIC OCEAN,1926.04.22,Años 20
1926,6,Unprovoked,Y,M,MONACO,1926.00.00.d,Años 20
1927,4,Unprovoked,N,M,AUSTRALIA,1927.04.10,Años 20
1927,11,Sea Disaster,Y,UNKNOWN,AUSTRALIA,1927.11.03,Años 20
1927,10,Sea Disaster,Y,UNKNOWN,BRAZIL,1927.10.25,Años 20
1927,10,Unprovoked,N,M,AUSTRALIA,1927.10.12,Años 20
1927,10,Unprovoked,N,M,FIJI,1927.10.00,Años 20
1927,7,Boating,N,UNKNOWN,AUSTRALIA,1927.07.03,Años 20
1927,5,Sea Disaster,Y,UNKNOWN,PHILIPPINES,1927.05.29,Años 20
1927,5,Unprovoked,Y,M,AUSTRALIA,1927.05.09.R,Años 20
1927,12,Unprovoked,Y,M,SOUTH AFRICA,1927.12.28,Años 20
1927,4,Unprovoked,N,M,AUSTRALIA,1927.04.08,Años 20
1927,2,Provoked,N,M,NICARAGUA,1927.02.14,Años 20
1927,2,Unprovoked,N,M,AUSTRALIA,1927.02.09,Años 20
1927,2,Provoked,N,M,NEW ZEALAND,1927.02.00,Años 20
1927,1,Unprovoked,N,M,SOUTH AFRICA,1927.01.20,Años 20
1927,1,Unprovoked,N,M,USA,1927.01.08.R,Años 20
1927,1,Unprovoked,Y,M,AUSTRALIA,1927.01.03,Años 20
1927,6,Unprovoked,Y,M,AUSTRALIA,1927.00.00.b,Años 20
1927,6,Unprovoked,N,M,AUSTRALIA,1927.00.00.a,Años 20
1927,3,Unprovoked,N,M,AUSTRALIA,1927.03.01,Años 20
1928,6,Unprovoked,N,M,USA,1928.06.24.R,Años 20
1928,7,Provoked,N,M,ITALY,1928.07.00,Años 20
1928,9,Unprovoked,N,M,USA,1928.09.00,Años 20
1928,11,Provoked,N,M,USA,1928.11.18,Años 20
1928,11,Sea Disaster,Y,M,USA,1928.11.12,Años 20
1928,11,Boating,N,M,INDIA,1928.11.15.R,Años 20
1928,4,Unprovoked,N,M,AUSTRALIA,1928.04.14.R,Años 20
1928,12,Unprovoked,N,M,AUSTRALIA,1928.12.21,Años 20
1928,11,Unprovoked,Y,M,PANAMA,1928.11.04,Años 20
1928,4,Unprovoked,N,M,AUSTRALIA,1928.04.14,Años 20
1928,7,Unprovoked,N,M,AUSTRALIA,1928.07.11,Años 20
